Nome,Email,WhatsApp,Valor Conta,Fase,Distribuidora,Status,Data Criacao
"Padaria Mais Ltda",padariamaisltda19@gmail.com,(31) 90804-0107,2305,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T12:46:45.464Z
"Padaria Real Express",padariarealexpress55@gmail.com,(31) 98785-2458,2974,TRIFASICO,CEMIG Minas Gerais,new,2025-12-20T00:28:13.909Z
"Sorveteria Premium e Cia",sorveteriapremiumecia94@gmail.com,(31) 91946-9172,1737,MONOFASICO,CEMIG Minas Gerais,new,2026-01-06T18:00:07.283Z
"Açougue Mineiro Express",aouguemineiroexpress28@gmail.com,(31) 94926-7527,3462,MONOFASICO,CEMIG Minas Gerais,new,2025-12-01T15:09:22.169Z
"Padaria Real",padariareal19@gmail.com,(31) 97646-2855,4605,TRIFASICO,CEMIG Minas Gerais,new,2026-01-01T03:51:46.861Z
"Sorveteria Sabor e Cia",sorveteriasaborecia52@gmail.com,(31) 96493-8933,3323,TRIFASICO,CEMIG Minas Gerais,new,2025-10-28T17:33:57.300Z
"Francisco Martins",franciscomartins36@gmail.com,(31) 96102-4552,1434,MONOFASICO,CEMIG Minas Gerais,new,2025-12-07T19:06:59.787Z
"Sorveteria Real",sorveteriareal11@gmail.com,(31) 93195-3216,3424,MONOFASICO,CEMIG Minas Gerais,new,2025-11-09T22:54:53.862Z
"Açougue Real e Cia",aouguerealecia72@gmail.com,(31) 96871-9782,716,TRIFASICO,CEMIG Minas Gerais,new,2025-10-12T11:06:40.474Z
"Sorveteria Mais Express",sorveteriamaisexpress5@gmail.com,(31) 92250-6965,4615,TRIFASICO,CEMIG Minas Gerais,new,2025-12-27T02:58:14.803Z
"Mercado Tropical e Cia",mercadotropicalecia88@gmail.com,(31) 97957-1322,4225,TRIFASICO,CEMIG Minas Gerais,new,2025-12-07T12:25:39.662Z
"Sorveteria Premium e Cia",sorveteriapremiumecia2@gmail.com,(31) 92235-8339,3113,BIFASICO,CEMIG Minas Gerais,new,2025-11-12T03:14:51.500Z
"Mercado Central e Cia",mercadocentralecia99@gmail.com,(31) 94138-2024,3439,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T06:04:33.761Z
"Padaria Sabor",padariasabor62@gmail.com,(31) 94392-6366,4241,BIFASICO,CEMIG Minas Gerais,new,2025-10-30T01:53:35.348Z
"Rafael Rodrigues",rafaelrodrigues70@gmail.com,(31) 93492-4255,4791,MONOFASICO,CEMIG Minas Gerais,new,2025-11-26T20:45:20.004Z
"Marcos Pereira",marcospereira26@gmail.com,(31) 92887-7878,2791,TRIFASICO,CEMIG Minas Gerais,new,2025-12-27T19:07:36.432Z
"Mercado Mineiro e Cia",mercadomineiroecia25@gmail.com,(31) 92005-3260,3384,TRIFASICO,CEMIG Minas Gerais,new,2025-11-28T08:42:28.533Z
"Açougue Sabor Express",aouguesaborexpress49@gmail.com,(31) 98453-5095,357,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T13:09:53.129Z
"José Rodrigues",josrodrigues42@gmail.com,(31) 94209-8662,709,TRIFASICO,CEMIG Minas Gerais,new,2025-12-08T22:07:21.825Z
"Açougue Mineiro Ltda",aouguemineiroltda84@gmail.com,(31) 90039-5309,2638,BIFASICO,CEMIG Minas Gerais,new,2025-10-22T11:16:33.586Z
"Padaria Puro Express",padariapuroexpress7@gmail.com,(31) 98702-5135,2722,TRIFASICO,CEMIG Minas Gerais,new,2025-11-06T13:56:51.599Z
"Aline Martins",alinemartins77@gmail.com,(31) 99637-5634,1461,BIFASICO,CEMIG Minas Gerais,new,2025-12-03T00:01:09.459Z
"Açougue Central e Cia",aouguecentralecia51@gmail.com,(31) 92809-5914,4695,BIFASICO,CEMIG Minas Gerais,new,2025-12-23T05:29:19.765Z
"Padaria Tropical e Cia",padariatropicalecia85@gmail.com,(31) 90435-7179,2533,BIFASICO,CEMIG Minas Gerais,new,2025-12-19T02:01:09.979Z
"Açougue Sabor Express",aouguesaborexpress91@gmail.com,(31) 97652-5696,1078,TRIFASICO,CEMIG Minas Gerais,new,2025-11-01T21:44:00.416Z
"Sorveteria Central Ltda",sorveteriacentralltda8@gmail.com,(31) 99827-6438,462,BIFASICO,CEMIG Minas Gerais,new,2025-10-26T17:11:07.642Z
"Sorveteria Sabor Express",sorveteriasaborexpress32@gmail.com,(31) 90909-7355,3913,TRIFASICO,CEMIG Minas Gerais,new,2025-10-14T11:23:04.048Z
"Antonio Ribeiro",antonioribeiro94@gmail.com,(31) 92831-5982,1707,TRIFASICO,CEMIG Minas Gerais,new,2025-11-03T08:23:30.182Z
"Açougue Central Ltda",aouguecentralltda23@gmail.com,(31) 98078-6601,2857,MONOFASICO,CEMIG Minas Gerais,new,2025-10-10T04:56:40.178Z
"Padaria do Bairro",padariadobairro89@gmail.com,(31) 91581-6933,1695,TRIFASICO,CEMIG Minas Gerais,new,2025-11-09T13:00:31.989Z
"Açougue Puro e Cia",aouguepuroecia18@gmail.com,(31) 96832-8247,3648,BIFASICO,CEMIG Minas Gerais,new,2025-11-06T23:53:02.203Z
"Sorveteria Central",sorveteriacentral14@gmail.com,(31) 93781-5212,2239,TRIFASICO,CEMIG Minas Gerais,new,2025-10-15T12:41:57.626Z
"Padaria Sabor Express",padariasaborexpress76@gmail.com,(31) 91015-8899,3344,BIFASICO,CEMIG Minas Gerais,new,2025-10-12T05:45:41.640Z
"Padaria Central e Cia",padariacentralecia35@gmail.com,(31) 97491-6227,1840,BIFASICO,CEMIG Minas Gerais,new,2025-10-30T23:34:52.524Z
"João Gomes",joogomes71@gmail.com,(31) 93191-8938,1888,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T02:23:17.402Z
"Beatriz Silva",beatrizsilva1@gmail.com,(31) 91998-8331,1133,BIFASICO,CEMIG Minas Gerais,new,2025-12-16T07:24:40.174Z
"Mercado Puro Ltda",mercadopuroltda82@gmail.com,(31) 96110-8212,2702,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T23:53:47.741Z
"Sorveteria Tropical",sorveteriatropical5@gmail.com,(31) 97777-2530,2082,MONOFASICO,CEMIG Minas Gerais,new,2025-12-04T09:15:30.992Z
"Mercado Sabor e Cia",mercadosaborecia81@gmail.com,(31) 97351-3400,2993,TRIFASICO,CEMIG Minas Gerais,new,2025-11-14T06:22:43.013Z
"Sorveteria do Bairro",sorveteriadobairro36@gmail.com,(31) 98869-8764,2012,BIFASICO,CEMIG Minas Gerais,new,2025-11-12T16:28:03.606Z
"Mercado Puro e Cia",mercadopuroecia59@gmail.com,(31) 96673-7771,2003,TRIFASICO,CEMIG Minas Gerais,new,2025-12-07T21:30:01.216Z
"Padaria do Bairro e Cia",padariadobairroecia26@gmail.com,(31) 94465-9955,3038,BIFASICO,CEMIG Minas Gerais,new,2025-11-17T09:50:32.847Z
"Açougue Central Express",aouguecentralexpress25@gmail.com,(31) 92953-8677,2459,TRIFASICO,CEMIG Minas Gerais,new,2025-12-29T02:10:48.142Z
"Sorveteria do Bairro Express",sorveteriadobairroexpress7@gmail.com,(31) 96051-7543,4221,BIFASICO,CEMIG Minas Gerais,new,2025-12-22T20:57:46.185Z
"Mercado Sabor Express",mercadosaborexpress88@gmail.com,(31) 97292-6876,3345,TRIFASICO,CEMIG Minas Gerais,new,2025-10-21T06:05:22.322Z
"Maria Lima",marialima26@gmail.com,(31) 92956-3573,3659,TRIFASICO,CEMIG Minas Gerais,new,2025-10-12T14:41:01.657Z
"Sorveteria Central e Cia",sorveteriacentralecia10@gmail.com,(31) 99470-3502,4370,BIFASICO,CEMIG Minas Gerais,new,2025-12-11T23:43:53.930Z
"Açougue Sabor Ltda",aouguesaborltda72@gmail.com,(31) 94924-4831,3527,BIFASICO,CEMIG Minas Gerais,new,2025-12-29T21:44:22.800Z
"Padaria Gostoso e Cia",padariagostosoecia88@gmail.com,(31) 92618-9825,3158,MONOFASICO,CEMIG Minas Gerais,new,2025-10-17T17:02:12.133Z
"Açougue Real",aouguereal76@gmail.com,(31) 90113-8219,3755,TRIFASICO,CEMIG Minas Gerais,new,2025-12-01T03:11:58.645Z
"Açougue Puro e Cia",aouguepuroecia5@gmail.com,(31) 93102-3627,340,TRIFASICO,CEMIG Minas Gerais,new,2025-10-30T13:24:21.978Z
"Marcos Carvalho",marcoscarvalho66@gmail.com,(31) 99471-6974,3098,BIFASICO,CEMIG Minas Gerais,new,2025-12-15T14:21:41.580Z
"Mercado Puro e Cia",mercadopuroecia92@gmail.com,(31) 95498-0623,1728,MONOFASICO,CEMIG Minas Gerais,new,2025-11-03T03:48:43.173Z
"Mercado Puro Ltda",mercadopuroltda17@gmail.com,(31) 91501-2920,3653,TRIFASICO,CEMIG Minas Gerais,new,2025-12-27T23:02:47.726Z
"Mercado Mineiro Ltda",mercadomineiroltda98@gmail.com,(31) 92056-5905,2722,BIFASICO,CEMIG Minas Gerais,new,2025-12-06T13:02:56.938Z
"Sorveteria Puro e Cia",sorveteriapuroecia40@gmail.com,(31) 94472-0558,3690,BIFASICO,CEMIG Minas Gerais,new,2026-01-01T15:26:49.045Z
"Padaria Mais Express",padariamaisexpress54@gmail.com,(31) 91354-2391,4036,BIFASICO,CEMIG Minas Gerais,new,2025-11-13T11:37:18.208Z
"Açougue Gostoso Ltda",aouguegostosoltda42@gmail.com,(31) 98950-9129,3334,BIFASICO,CEMIG Minas Gerais,new,2025-12-11T22:06:12.769Z
"Beatriz Santos",beatrizsantos25@gmail.com,(31) 97430-9750,2985,MONOFASICO,CEMIG Minas Gerais,new,2025-11-11T07:16:43.381Z
"Juliana Carvalho",julianacarvalho3@gmail.com,(31) 93184-2963,2961,BIFASICO,CEMIG Minas Gerais,new,2025-10-18T09:42:19.631Z
"Mercado Mais e Cia",mercadomaisecia35@gmail.com,(31) 95341-2227,1479,BIFASICO,CEMIG Minas Gerais,new,2025-10-31T17:32:53.978Z
"Açougue Mineiro Ltda",aouguemineiroltda3@gmail.com,(31) 95405-3921,2893,BIFASICO,CEMIG Minas Gerais,new,2025-10-27T17:13:00.277Z
"José Alves",josalves80@gmail.com,(31) 96341-4198,3723,TRIFASICO,CEMIG Minas Gerais,new,2025-12-28T01:20:51.235Z
"Sorveteria Tropical",sorveteriatropical2@gmail.com,(31) 98452-4882,3357,BIFASICO,CEMIG Minas Gerais,new,2025-11-14T06:35:21.406Z
"Mercado Premium Ltda",mercadopremiumltda99@gmail.com,(31) 94898-9964,1563,BIFASICO,CEMIG Minas Gerais,new,2025-10-15T13:12:35.706Z
"Aline Alves",alinealves72@gmail.com,(31) 96381-7939,3982,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T22:55:11.103Z
"Padaria Mineiro Ltda",padariamineiroltda45@gmail.com,(31) 97201-2705,3620,TRIFASICO,CEMIG Minas Gerais,new,2025-12-17T17:47:48.254Z
"Marcos Souza",marcossouza70@gmail.com,(31) 93260-3461,1443,MONOFASICO,CEMIG Minas Gerais,new,2025-10-23T09:01:06.943Z
"Mercado Mais Ltda",mercadomaisltda41@gmail.com,(31) 91092-7113,305,MONOFASICO,CEMIG Minas Gerais,new,2025-12-22T00:33:21.474Z
"Mercado Gostoso Express",mercadogostosoexpress77@gmail.com,(31) 91809-0865,3078,TRIFASICO,CEMIG Minas Gerais,new,2025-12-05T11:19:28.165Z
"Sorveteria Real e Cia",sorveteriarealecia24@gmail.com,(31) 97758-8893,1179,TRIFASICO,CEMIG Minas Gerais,new,2025-11-12T23:07:48.769Z
"Açougue Mineiro e Cia",aouguemineiroecia22@gmail.com,(31) 91387-9587,4693,TRIFASICO,CEMIG Minas Gerais,new,2025-11-08T04:12:36.891Z
"Ana Gomes",anagomes5@gmail.com,(31) 95232-8246,2224,BIFASICO,CEMIG Minas Gerais,new,2025-11-11T03:54:56.534Z
"Geraldo Costa",geraldocosta7@gmail.com,(31) 92216-8965,994,BIFASICO,CEMIG Minas Gerais,new,2025-12-21T08:50:46.455Z
"Açougue Gostoso",aouguegostoso12@gmail.com,(31) 93352-8544,2146,BIFASICO,CEMIG Minas Gerais,new,2025-12-22T18:19:40.320Z
"Mercado Sabor Express",mercadosaborexpress0@gmail.com,(31) 91439-6213,4121,BIFASICO,CEMIG Minas Gerais,new,2025-10-27T19:11:10.116Z
"Sorveteria Real e Cia",sorveteriarealecia67@gmail.com,(31) 90464-2156,868,TRIFASICO,CEMIG Minas Gerais,new,2025-11-19T15:28:44.763Z
"Padaria Sabor Ltda",padariasaborltda93@gmail.com,(31) 97917-5716,1821,BIFASICO,CEMIG Minas Gerais,new,2025-10-31T07:53:56.368Z
"Mercado Gostoso e Cia",mercadogostosoecia67@gmail.com,(31) 90512-8018,2320,BIFASICO,CEMIG Minas Gerais,new,2025-11-13T22:00:03.755Z
"Juliana Costa",julianacosta90@gmail.com,(31) 92790-6053,4476,BIFASICO,CEMIG Minas Gerais,new,2025-11-06T15:04:29.356Z
"Sorveteria Real",sorveteriareal59@gmail.com,(31) 94533-0513,4972,TRIFASICO,CEMIG Minas Gerais,new,2025-10-28T16:44:10.433Z
"Sorveteria Central",sorveteriacentral26@gmail.com,(31) 97618-6992,1023,TRIFASICO,CEMIG Minas Gerais,new,2025-12-04T13:05:14.380Z
"Rafael Gomes",rafaelgomes22@gmail.com,(31) 97963-6629,1131,TRIFASICO,CEMIG Minas Gerais,new,2025-10-19T06:23:59.085Z
"Padaria Real e Cia",padariarealecia5@gmail.com,(31) 96315-6418,1444,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T15:07:25.265Z
"Aline Carvalho",alinecarvalho4@gmail.com,(31) 90985-3268,2749,MONOFASICO,CEMIG Minas Gerais,new,2025-11-03T17:21:44.515Z
"Açougue Central Ltda",aouguecentralltda54@gmail.com,(31) 99010-2093,2962,TRIFASICO,CEMIG Minas Gerais,new,2025-10-16T09:50:53.069Z
"José Santos",jossantos96@gmail.com,(31) 99040-7870,1770,BIFASICO,CEMIG Minas Gerais,new,2025-10-26T09:19:24.021Z
"Mercado Puro Express",mercadopuroexpress64@gmail.com,(31) 91346-2872,3758,MONOFASICO,CEMIG Minas Gerais,new,2025-11-01T03:03:09.172Z
"Patricia Santos",patriciasantos28@gmail.com,(31) 98106-6763,400,TRIFASICO,CEMIG Minas Gerais,new,2025-11-20T09:32:51.397Z
"Sorveteria Mais Express",sorveteriamaisexpress5@gmail.com,(31) 94570-9125,3012,BIFASICO,CEMIG Minas Gerais,new,2025-12-02T15:06:36.970Z
"Açougue Tropical Express",aouguetropicalexpress33@gmail.com,(31) 98940-7608,3298,BIFASICO,CEMIG Minas Gerais,new,2025-11-10T03:00:08.808Z
"Padaria Sabor Ltda",padariasaborltda49@gmail.com,(31) 96144-8051,4502,TRIFASICO,CEMIG Minas Gerais,new,2025-10-27T22:11:35.472Z
"Luiz Costa",luizcosta60@gmail.com,(31) 94165-4334,4620,MONOFASICO,CEMIG Minas Gerais,new,2025-11-30T04:53:19.386Z
"Patricia Ribeiro",patriciaribeiro46@gmail.com,(31) 97764-1545,2651,MONOFASICO,CEMIG Minas Gerais,new,2025-12-02T02:45:59.495Z
"Geraldo Alves",geraldoalves59@gmail.com,(31) 98638-7498,3932,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T22:21:36.268Z
"Camila Carvalho",camilacarvalho77@gmail.com,(31) 99437-4806,2000,BIFASICO,CEMIG Minas Gerais,new,2025-10-28T04:42:23.623Z
"Sorveteria do Bairro Ltda",sorveteriadobairroltda11@gmail.com,(31) 90248-6047,3224,BIFASICO,CEMIG Minas Gerais,new,2025-12-31T05:43:02.998Z
"Açougue Premium",aouguepremium94@gmail.com,(31) 99380-3478,486,MONOFASICO,CEMIG Minas Gerais,new,2025-11-24T04:17:42.192Z
"Açougue do Bairro e Cia",aouguedobairroecia1@gmail.com,(31) 93514-4916,3263,BIFASICO,CEMIG Minas Gerais,new,2025-12-25T21:25:37.601Z
"Açougue Puro e Cia",aouguepuroecia24@gmail.com,(31) 95993-6199,1843,BIFASICO,CEMIG Minas Gerais,new,2025-11-27T17:04:53.957Z
"Padaria Premium Express",padariapremiumexpress71@gmail.com,(31) 97540-3030,3978,BIFASICO,CEMIG Minas Gerais,new,2025-12-16T19:28:10.890Z
"Açougue Gostoso Ltda",aouguegostosoltda95@gmail.com,(31) 90947-6426,2868,BIFASICO,CEMIG Minas Gerais,new,2025-10-23T13:45:00.130Z
"Sorveteria Sabor",sorveteriasabor66@gmail.com,(31) 96153-3339,674,TRIFASICO,CEMIG Minas Gerais,new,2025-11-03T21:45:27.154Z
"Sorveteria Sabor",sorveteriasabor39@gmail.com,(31) 93662-5428,1718,BIFASICO,CEMIG Minas Gerais,new,2025-11-13T12:52:07.755Z
"Sorveteria Premium Express",sorveteriapremiumexpress17@gmail.com,(31) 99282-1401,3632,TRIFASICO,CEMIG Minas Gerais,new,2026-01-05T16:49:29.894Z
"Mercado Premium Ltda",mercadopremiumltda17@gmail.com,(31) 92879-5168,2507,MONOFASICO,CEMIG Minas Gerais,new,2025-12-23T23:20:32.991Z
"Ana Pereira",anapereira84@gmail.com,(31) 98163-4252,798,BIFASICO,CEMIG Minas Gerais,new,2025-11-06T23:37:31.556Z
"Açougue Mineiro Express",aouguemineiroexpress77@gmail.com,(31) 93867-8250,1114,MONOFASICO,CEMIG Minas Gerais,new,2026-01-05T10:40:47.389Z
"Padaria Premium Express",padariapremiumexpress72@gmail.com,(31) 90176-8681,4143,BIFASICO,CEMIG Minas Gerais,new,2025-11-06T20:44:12.785Z
"Padaria Puro Express",padariapuroexpress6@gmail.com,(31) 97544-2676,1891,TRIFASICO,CEMIG Minas Gerais,new,2025-12-11T20:29:13.201Z
"Padaria Puro Ltda",padariapuroltda51@gmail.com,(31) 95376-9832,3601,TRIFASICO,CEMIG Minas Gerais,new,2025-10-21T08:23:52.548Z
"Açougue Mineiro",aouguemineiro28@gmail.com,(31) 94341-8292,2979,BIFASICO,CEMIG Minas Gerais,new,2025-10-23T21:44:02.101Z
"Antonio Oliveira",antoniooliveira15@gmail.com,(31) 96363-2544,2287,BIFASICO,CEMIG Minas Gerais,new,2025-10-16T01:59:41.551Z
"Antonio Silva",antoniosilva75@gmail.com,(31) 96448-3607,4839,TRIFASICO,CEMIG Minas Gerais,new,2025-11-30T03:48:25.163Z
"Padaria Mais Express",padariamaisexpress16@gmail.com,(31) 96032-1790,1685,MONOFASICO,CEMIG Minas Gerais,new,2025-10-19T02:57:13.335Z
"Juliana Ferreira",julianaferreira49@gmail.com,(31) 99092-3160,4515,MONOFASICO,CEMIG Minas Gerais,new,2025-12-16T06:27:04.215Z
"Mercado do Bairro e Cia",mercadodobairroecia1@gmail.com,(31) 96251-1700,4468,TRIFASICO,CEMIG Minas Gerais,new,2025-11-12T08:37:08.524Z
"Patricia Pereira",patriciapereira91@gmail.com,(31) 98517-4182,4687,BIFASICO,CEMIG Minas Gerais,new,2025-11-18T20:14:04.208Z
"Açougue Mais",aouguemais64@gmail.com,(31) 98753-5523,4898,TRIFASICO,CEMIG Minas Gerais,new,2025-10-17T09:21:09.811Z
"Sorveteria Gostoso e Cia",sorveteriagostosoecia95@gmail.com,(31) 97254-9028,4255,TRIFASICO,CEMIG Minas Gerais,new,2025-11-13T01:02:17.487Z
"Sorveteria Premium Express",sorveteriapremiumexpress37@gmail.com,(31) 97549-0614,3684,BIFASICO,CEMIG Minas Gerais,new,2025-11-21T00:26:10.251Z
"Patricia Alves",patriciaalves59@gmail.com,(31) 98096-0111,608,MONOFASICO,CEMIG Minas Gerais,new,2025-11-23T15:10:13.561Z
"Padaria Real Ltda",padariarealltda42@gmail.com,(31) 99945-8025,987,TRIFASICO,CEMIG Minas Gerais,new,2025-12-19T00:21:22.391Z
"Açougue Tropical e Cia",aouguetropicalecia31@gmail.com,(31) 91476-7886,2497,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T03:07:40.558Z
"Sorveteria Mineiro",sorveteriamineiro87@gmail.com,(31) 93928-1961,1055,MONOFASICO,CEMIG Minas Gerais,new,2025-12-16T20:25:13.156Z
"Açougue Sabor e Cia",aouguesaborecia31@gmail.com,(31) 91100-0045,3824,BIFASICO,CEMIG Minas Gerais,new,2025-12-05T23:08:30.110Z
"Francisco Carvalho",franciscocarvalho70@gmail.com,(31) 96078-7583,4747,BIFASICO,CEMIG Minas Gerais,new,2025-12-22T10:32:18.770Z
"Açougue Real Express",aouguerealexpress67@gmail.com,(31) 92258-3855,4877,BIFASICO,CEMIG Minas Gerais,new,2025-11-18T10:36:45.785Z
